code,product_name,brands,stores,categories,nutriscore_grade,nova_group,ecoscore_grade,countries,energy-kcal_100g,fat_100g,saturated-fat_100g,carbohydrates_100g,sugars_100g,proteins_100g,salt_100g
20501396,Tortilla wraps,Gräfschafer,Lidl,"żywność-i-napoje-na-bazie-roślin, żywność-na-bazie-roślin, zboża-i-ziemniaki, kanapki, chleb, en:flatbreads, en:white-breads, chleb-biały, en:wheat-flatbreads, it:tortilla",c,4,,"Francja,Niemcy,Polska",,,,,,,
20507640,Sól z przyprawami do pomidorów,Kania,,"Przyprawy, Sól",not-applicable,2,,Polska,,,,,,,
20544898,Fix gulasz,Mikado,,"Condiments, Sauces, Groceries",unknown,,,Poland,,,,,,,
20555313,Vollkorn Tortilla Wraps,Grafschafter,Lidl,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Pains, Pains plats, Pains blancs, Pains de blé, Tortillas de blé",a,4,,"Francia,Alemania,Polonia,España",,,,,,,
20561338,coconut milk,Freshona,Lidl,"Biljne hrane i pića, Hranu biljnog podrijetla, Konzervirana hrana, Kreme na biljnoj bazi, Biljne kreme za kuhanje, Kokosovo mlijeko i kreme",d,4,,"Belgija,Hrvatska,Francuska,Njemačka,Poljska,Srbija,Slovenija,Španjolska,Švicarska",,,,,,,
20561864,Soba Noodles,Vitasia,Lidl,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Frozen foods,Pastas,Noodles,Soba",c,3,,"Croatia,Czech Republic,France,Germany,Poland,Serbia,Slovenia,Spain",,,,,,,
20564933,Vinagre de arroz,Vitasia,Lidl,"Condimentos, Vinagres, Vinagres de arroz",not-applicable,2,,"Francja,Niemcy,Polska,Hiszpania",,,,,,,
20569105,Apple Juice,"Solevita, Naturis, Vitafit",,,d,1,,,,,,,,,
20585242,Pure Parówki z Szynki,"Lidl, Pikok",Lidl,"Produkty na bazie mięsa, Mięsa, Mięsa przetworzone, Kiełbasy",e,4,,"Francja,Polska",,,,,,,
20620387,long grain rice,Golden Sun,Lidl,"Растителни храни и напитки,Растителни храни,Зърнени храни и картофи,Семена,Зърнени продукти,en:Cereal grains,Ориз,Кафяв ориз,Дългозърнест ориз",b,,,"Белгия,Хърватия,Франция,Германия,Полша,Испания,Швейцария,България",,,,,,,
20624477,Zucker,Belbake,Lidl,"Sweeteners,Sugars,Caster sugars,Cukier-biały",e,2,,"Finland,France,Germany,Ireland,Poland,Spain",,,,,,,
20645410,,Sol & Mar,Lidl,"Condiments, Sauces, Sauces tomate, Sauces tomate aux oignons",c,4,,"Polen, Germany",,,,,,,
20646752,Pur Jus de Mandarine,"SOL & MAR, Solevita",Lidl,"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons aux fruits, Jus et nectars, Jus de fruits, Boissons sans sucre ajouté, Jus de fruits pur jus, Jus de mandarine, Jus de clémentine, en:Pure-mandarin-juice",c,1,,"France,Poland",,,,,,,
20649005,Ajo negro natural,"Deluxe,Lidl",Lidl,"Alimentos y bebidas de origen vegetal,Alimentos de origen vegetal,Frutas y verduras y sus productos,Condimentos,Verduras y hortalizas y sus productos,Plantas culinarias,Ajos y derivados,Ajos,en:Groceries",a,1,,"Polonia,España",,,,,,,
20659523,Fig and almond cake,deluxe,Lidl,"Żywność i napoje na bazie roślin, Żywność na bazie roślin, Przekąski, Słodkie przekąski, en:Confectioneries, en:Festive foods, en:Christmas foods and drinks, Produkty suszone, en:Christmas sweets, Suszone produkty pochodzenia roślinnego, en:Dried fig cakes, es:Panes de frutas desecadas",c,3,,"Frankreich, Niederlande, Polen, Germany",,,,,,,
20690168,Alesto Jabłuszka Chrupiące plasterki,Alesto,Lidl,"Żywność i napoje na bazie roślin, Żywność na bazie roślin, Produkty na bazie warzyw i owoców, Produkty na bazie owoców, Produkty suszone, Suszone produkty pochodzenia roślinnego, Suszone owoce, Apple chips",c,1,,Polska,,,,,,,
20692230,Skyr Natural,Milbona,Lidl,"Laticínios,Alimentos Fermentados,Produtos lácteos fermentados,Queijos,Sobremesas,Sobremesas de laticínios,en:Fermented dairy desserts,en:Plain fermented dairy desserts,Queijos frescos,Skyrs,en:Plain skyrs",a,3,,"Alemanha,Portugal,Espanha,Polónia",,,,,,,
20707170,Pestki dyni,Alesto,Lidl,"Żywność i napoje na bazie roślin, Żywność na bazie roślin, Przekąski, Słone przekąski, Nasiona, Orzechy i ich produkty, en:Pumpkin and Squash plant products, en:Cucurbitacea seeds, Pestki dyni i ich produkty, Pestki dyni, Pestki dyni łuskane",a,3,,"Niemcy,Włochy,Polska",,,,,,,
20707330,Salted caramel premium ice cream,"Bon Gelati,GELATELLI",Lidl,"Desserts,Tiefkühlprodukte,Tiefkühl-Desserts,Speiseeis und Sorbets,Speiseeis,Eisbecher,Eiskrem Karamell",e,4,,"Frankreich,Deutschland,Polen",,,,,,,
20708177,Sour Bears extra sour,SugarLand ,,,unknown,,,Poland,,,,,,,
20710774,Champignons Bio,Lidl,Lidl,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Légumes et dérivés, Frais, Champignons et produits dérivés, Aliments à base de plantes frais, Champignons, Légumes frais, Champignons de Paris, Champignons frais",a,1,,"Francja,Polska",,,,,,,
20724696,Almonds,Alesto,Lidl,"Plant-based foods and beverages, Plant-based foods, Nuts and their products, Nuts, en:almonds",a,1,,"Bélgica,Bulgaria,República Checa,Francia,Alemania,Grecia,Hungría,Polonia,Portugal,Rumania,Eslovenia,España,Suiza,Reino Unido",,,,,,,
20729783,Bio Hiszpańska oliwa z oliwek.,Lidl Primadonna,Lidl,"Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Fette, Pflanzenfette, Olivenbaumprodukte, Pflanzenöle, Olivenöle, Native Olivenöle Extra, Native Olivenöle",b,2,,"Belgium,France,Germany,Poland",,,,,,,
20763992,,Alesto,Lidl,"Żywność i napoje na bazie roślin,Żywność na bazie roślin,Produkty na bazie warzyw i owoców,Produkty na bazie owoców,Produkty suszone,Suszone produkty pochodzenia roślinnego,Suszone owoce,en:Dried coconut,en:Dried coconut chips",c,1,,"Francja,Holandia,Polska",,,,,,,
20815356,Dunkle Schokolade mit ganzen Haselnüssen,fin CARRE,Lidl,"Snacks,Zoete snacks,Cacao en afgeleide producten,Zoetwaren,Chocoladesnoep,Repen,Chocolade repen,Chocorepen met kokosvulling",e,4,,"België,Frankrijk,Duitsland,Nederland,Polen,Spanje,Zwitserland",,,,,,,
20818661,Pain blanc sans gluten,Tastino,Lidl,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Céréales et pommes de terre,Céréales et dérivés,en:Specific products,en:Products for specific diets,Pains,Produits sans gluten,Pains sans gluten,Pains blancs",d,4,,"Croatie,France,Allemagne,Pologne,Serbie,Slovénie",,,,,,,
20821449,Yogurt mango & vanilla,Milbona,Lidl,"Boissons, Produits laitiers, Produits fermentés, Desserts, Produits laitiers fermentés, Desserts lactés, Desserts lactés fermentés, Yaourts, Boissons avec sucre ajouté",d,4,,"France,Spain,Czech Republic,Romania,Slovakia,Poland",,,,,,,
20857653,Pasta z suszonymi pomidorami,Lisner,,Paste,d,4,,"Francja,Polska",,,,,,,
20857950,Kefir,Pilos,,"Beverages, Dairies, Fermented foods, Fermented milk products, Dairy drinks, Fermented drinks, Fermented milk drinks, Kefir",b,,,Polska,,,,,,,
20858018,Serek wiejski naturalny,Pilos,Lidl,"Nabiał, Żywność fermentowana, Fermentowane produkty mleczne, Sery",b,4,,Polska,,,,,,,
20859992,Warzywa na patelnie,chira,lidl,"Żywność i napoje na bazie roślin, Żywność na bazie roślin, Produkty na bazie warzyw i owoców, Produkty mrożone, Produkty na bazie warzyw, Mrożona żywność pochodzenia roślinnego, Mrożone warzywa",a,4,,Polska,,,,,,,
20917647,,Urban Classic Energy Drinklidl,Lidl,"Beverages and beverages preparations,Beverages,Energy drinks,Boissons-energisantes,Boissons-énergisantes,Napoje,Napoje-energetyczne",e,4,,"Austria,Belgium,Bulgaria,France,Italy,Poland,Switzerland,United Kingdom",,,,,,,
20946609,,Snack Day,Lidl,"Przekąski, Słone przekąski, Przystawki",e,3,,"Francia,Polonia,España,Suiza",,,,,,,
20946616,,Snack Day,Lidl,"Przekąski, Słone przekąski, Przystawki, Chipsy i frytki, Chipsy",e,3,,"Francia,Polonia,España,Suiza",,,,,,,
20997564,Sok z jabłek i owoców jagodowych,Solevita,Lidl,"Żywność i napoje na bazie roślin, Napoje, Napoje na bazie roślin, Napoje owocowe, Soki i nektary, Soki owocowe",d,1,,"Francja,Polska",,,,,,,
22150950,,Moser Roth,Aldi,"Botanas,Snacks dulces,Cacao y sus productos,Chocolates,Chocolates negros,Chocolates con almendras",e,4,,"Francia,Polonia,España",,,,,,,
2230586001926,Słomka ptysiowa z cukrem,Auchan,Auchan,"Przekąski, Słodkie przekąski",unknown,4,,Polska,,,,,,,
23064683,Milsani jogging morango,Milsani,Aldi,"Laticínios,Alimentos Fermentados,Produtos lácteos fermentados,Sobremesas,Sobremesas de laticínios,en:Fermented dairy desserts,Iogurtes",c,4,,"Dinamarca,Polónia,Portugal,Espanha",,,,,,,
27039922,Gouda Moutarde et Fénugrec,Bistro Mix,Aldi,"Nabiał,Żywność fermentowana,Fermentowane produkty mleczne,Sery,Ser krowi",unknown,4,,"Belgia,Francja,Polska",,,,,,,
28065524,Jogurt kremowy z owocami,Sontner,,"Nabiał, Żywność fermentowana, Desery, Fermentowane produkty mleczne, Desery mleczne, Fermentowane desery mleczne, Jogurty",c,4,,Polska,,,,,,,
2854460005284,Filety z piersi kurczaka,Rzeźnik,,"Produkty na bazie mięsa, Mięsa, Mięso drobiowe",unknown,1,,Poland,,,,,,,
2878129003541,Boczek klasyczny wędzony,Krakus,,"Produkty na bazie mięsa, Mięsa, Wieprzowina, Boczek, en:Smoked bacon, en:Back bacon, en:Smoked back bacon",unknown,4,,Polska,,,,,,,
29020546,Citrovin,"Citrovin, GutBio","Aldi,Aldi-Nord","Getränke und Getränkezubereitungen, Pflanzliche Lebensmittel und Getränke, Getränke, Pflanzliche Lebensmittel, Pflanzliche Getränke, Fruchtgetränke, Säfte und Nektare, Fruchsäfte, Zitronensäfte",c,4,,"Germany,Poland",,,,,,,
29022021,Zapiekanka ziemniaczana,"Holtensegen, Wernsing Feinkost",,Posiłki,d,4,,"Německo,Polsko",,,,,,,
2966823003728,Golonka Pieczona,"Sokołów,Nasze Smaki,Biedronka",Biedronka,Golonka,unknown,4,,Polska,,,,,,,
3017620422003,Nutella,Nutella,,"Petit-déjeuners,Produits à tartiner,Produits à tartiner sucrés,Pâtes à tartiner",e,4,,"France,Italie,Luxembourg,Philippines,en:Allemagne,en:Belgique,en:Espagne,en:Inde,en:Maroc,en:Pays-Bas,en:Pologne,en:Roumanie,en:Royaume-Uni,en:Suisse,en:Turquie,en:États-Unis",,,,,,,
3045140105502,Chocolat au lait,Milka,"Intermarché,Leclerc,Carrefour,Aldi,eroski,REWE,Coles,Auchan","snacks, snacks-sucrés, cacao-et-dérivés, chocolats, chocolats-au-lait, tablette-de-chocolat-au-lait, en:cacao-et-dérivés, es:chocolates-con-leche, fr:chocolats, fr:chocolats-au-lait, en:snacks-sucrés",e,4,,"Algeria, Austria, Bulgaria, France, Germany, Hungary, Italy, Morocco, Poland, Portugal, Tunisia, United Kingdom, en:spain",,,,,,,
3046920028363,Excellence 85% Cacao Rich Dark,Lindt,"Carrefour,Asda,Kaufland,Оливье","Lanches comida,Lanches doces,Cacau e derivados,Chocolates,Chocolates amargos,en:Dark chocolate bar with more than 70% cocoa,en:Extra fine dark chocolates",e,3,,"Andorra, Australia, Austria, Belgium, Bulgaria, Denmark, France, Germany, Hungary, Italy, Lithuania, Morocco, Netherlands, New Zealand, Poland, Portugal, Romania, Russia, Spain, Switzerland, United Kingdom, en:ireland",,,,,,,
3046920028370,Excellent Intense Orange Dark Chocolate,Lindt,"Tesco,Irma.dk,COOP,Ahorramás","Botanas,Snacks dulces,Cacao y sus productos,Chocolates,Chocolates con leche,Chocolates con almendras,en:Flavoured chocolates,en:Flavoured milk chocolates,en:Milk chocolate bar,Chocalte con leche almendrado",e,4,,"Austria,Bélgica,Bolivia,Bulgaria,República Checa,Dinamarca,Estonia,Francia,Hungría,Italia,Marruecos,Países Bajos,Polonia,Portugal,España,Suiza,Tailandia,Reino Unido",,,,,,,
3046920029759,Extra fine dark chocolate,Lindt & Sprüngli,"Carrefour,Géant,kupsch,Magasins U,Esselunga,Lindt,carrefour.fr,COOP,El Corte Inglés,Consum,Meny,Walmart,Marché U","Snacks, Sweet snacks, Cocoa and its products, Chocolates, Dark chocolates, Dark chocolate bar, Botanas, Cacao y sus productos, Chocolates negros, Chocolates negros extra finos, Snacks dulces, en:extra-fine-dark-chocolates",e,3,,"Algeria,Austria,Belgium,Bulgaria,Canada,Czech Republic,Finland,France,French Polynesia,Germany,Ireland,Italy,Mauritius,Monaco,Morocco,Netherlands,Norway,Poland,Portugal,Réunion,Romania,Singapore,Spain,Sweden,Switzerland,Tunisia,United Kingdom",,,,,,,
3083680004275,MAZARE MARE,Bonduelle,Spar,"Növényi alapú élelmiszerek és italok, Növényialapú élelmiszerek, Gyümölcsök és zöldségek alapú élelmiszerek, Hüvelyesek és azok termékei, Konzervek, Hüvelyesek, Zöldség alapú élelmiszerek, Növényialapú élelmiszerek konzervben, en:Vegetables, Zöldségkonzervek, Hüvelyes konzervek, en:Green peas, Borsó konzervek",a,3,,"Albania, Bosnia and Herzegovina, Bulgaria, Croatia, Czech Republic, Estonia, France, Hungary, Kosovo, Latvia, Lithuania, Poland, Romania, Slovakia, Germany",,,,,,,
3083680026154,,Bonduelle,COOP,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Vegetable-based foods and beverages,Canned foods,Vegetables based foods,Canned plant-based foods,Vegetables,Canned vegetables,Carrots,Vegetables - Unprepared/Unprocessed (Shelf Stable)",a,3,,"Greece,Hungary,Poland,Slovakia,Česko,France",,,,,,,
3083680074094,Gold Super Crispy Corn,Bonduelle,,"Żywność i napoje na bazie roślin, Żywność na bazie roślin, Produkty na bazie warzyw i owoców, Konserwy, Zboża i ziemniaki, Nasiona, Produkty na bazie warzyw, Konserwy roślinne w puszkach i słoikach, Zboża i produkty zbożowe, Warzywa w puszcze, Ziarna zbóż, en:Canned cereals, Kukurydza, Kukurydza w puszce, en:Canned sweet corn, en:Corn grain",unknown,3,,PL,,,,,,,
3083680836371,Epinards Feuilles Préservées 750g,Bonduelle,"Franprix, carrefour.fr","Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Légumes et dérivés, Surgelés, Légumes, Aliments à base de plantes surgelés, Légumes surgelés, Légumes-feuilles, Épinards, Épinards surgelés, Feuilles d'épinard congelées",a,1,,"France,Allemagne, Grèce, Pologne, Roumanie",,,,,,,
3083680973038,Zlatá kukurica Bio,Bonduelle,Spar,"Vegetables - Unprepared/Unprocessed (Shelf Stable), en:canned-sweet-corn",b,3,,"Czech Republic,Poland,Slovakia,Hungary",,,,,,,
3083681003949,CECI SOTTOVUOTO,Bonduelle,Kaufland,"Plant-based foods and beverages,Plant-based foods,Legumes and their products,Canned foods,Legumes,Seeds,Canned plant-based foods,Legume seeds,Pulses,Chickpeas,Canned legumes,Canned chickpeas, Vegetables - Prepared/Processed (Shelf Stable)",a,3,,"Belgium,Bulgaria,Germany,Italy,Poland, Austria, Bosnia and Herzegovina, Croatia, Czech Republic, Denmark, Estonia, Finland, Greece, Latvia, Lithuania, Romania, Serbia, Slovakia, Switzerland",,,,,,,
3083681003963,Šošovica,Bonduelle,"Coop,Esselunga","Plant-based foods and beverages, Plant-based foods, Legumes and their products, Canned foods, Legumes, Seeds, Canned plant-based foods, Legume seeds, Pulses, Lentils, Canned legumes, Canned lentils, en:canned-peas",a,4,,"Czech Republic,Estonia,Germany,Hungary,Latvia,Lithuania,Romania,Slovakia,Poland,Belgium,Italy",,,,,,,
3083681012583,Rode kidneybonen,Bonduelle,,"Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Legumes and their products, Vegetable-based foods and beverages, Canned foods, Legumes, Seeds, Vegetables based foods, Canned plant-based foods, Legume seeds, Canned vegetables, Pulses, Canned legumes, Canned common beans, Canned red kidney beans, Vegetables - Prepared/Processed (Shelf Stable), en:red-beans",a,4,,"Belgium,Denmark,Norway,Netherlands,Poland",,,,,,,
3083681068184,Crispy Maïs,Bonduelle,"Magasins U, Delhaize","Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Conserves, Céréales et pommes de terre, Graines, Légumes et dérivés, Aliments à base de plantes en conserve, Céréales et dérivés, Légumes en conserve, Céréales en grains, Céréales en conserve, Maïs, Maïs en conserve, Maïs doux, Maïs doux en conserve",b,3,,"France, Germany, en:be, Bulgaria, Croatia, Czech Republic, Denmark, Estonia, Finland, Greece, Hungary, Italy, Lithuania, Netherlands, Poland, Romania, Ukraine",,,,,,,
3088542500285,Sirop d'érable,Maple Joe,"Super U,Franprix,Magasins U,Coop,carrefour.fr,K-Supermarket,Kaufland","Sweeteners,Syrups,Simple syrups,Maple syrups,Amber maple syrups",d,2,,"Belgium,Croatia,Finland,France,Italy,Morocco,Switzerland,Poland",,,,,,,
3095757537104,"Jambon Supérieur Fleury Michon, Avec Couenne 4+1 Gratuite 200g",Fleury Michon,,"Viandes et dérivés, Viandes, Charcuteries, Jambons, Jambons blancs, Jambon avec couenne, Jambon cuit avec couenne, Jambon supérieur avec couenne",unknown,,,"France, Pologne",,,,,,,
3119783013156,,Heineken,,en:beers,not-applicable,,,Polska,,,,,,,
3161910238710,Camembert coeur de lion,Cœur de Lion,"Lidl,Auchan","Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages à pâte molle, Fromages de vache, Fromages à pâte molle à croûte fleurie, Camemberts, Produits pasteurisés, Camemberts au lait de vache, Fromages pasteurisés, Camemberts au lait pasteurisé de vache",d,3,,"Denmark, Finland, France, Germany, Netherlands, Norway, Poland, Portugal, Spain, Sweden, Switzerland, United Kingdom, en:morocco",,,,,,,
3162780987487,Tradition graines,Leclerc,Leclerc,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Pains, Baguettes",c,4,,"France, Pologne",,,,,,,
3178530407938,,St Michel,Fromagerie Maisonneuve,"Svačiny,Sladké svačiny,en:Biscuits and cakes,en:Biscuits and crackers,Sušenky,Buchta,en:Pound Cake,en:Chocolate cakes,Madeleines,en:Chocolate madeleines",e,4,,"Chorvatsko,Dánsko,Francie,Lotyšsko,Maroko,Polsko,Rumunsko,Rusko,Slovensko,Švýcarsko,Spojené státy americké",,,,,,,
3211209115618,Beauvillon Medium Sweet,Beauvillon,,"Boissons, Boissons alcoolisées, Vins",not-applicable,,,Pologne,,,,,,,
3217690018957,Pastis des Alpes,,carrefour.fr,"Beverages, Alcoholic beverages",not-applicable,,,Poland,,,,,,,
3217690048190,Génépi distillerie des Alpes,,,"Génépi, en:hard-liquors",not-applicable,,,Poland,,,,,,,
3219820000078,Martell Cognac,MARTELL,Delhaize,"Napoje, Napoje alkoholowe, en:Distilled beverages, en:Hard liquors, en:Eaux de vie, Koniak",not-applicable,,,"Polska, Szwajcaria, en:belgium, Switzerland",,,,,,,
3222473292219,Noix de Saint Jacques avec corail,Casino,Casino,"Produits de la mer, Mollusques, Noix de Saint-Jacques",a,1,,"France,Pologne",,,,,,,
3237580162287,Biscuits cuillers,Carrefour,"Carrefour, carrefour.fr","Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Biscuits secs, Boudoirs",e,4,,"France, en:spain, Italie, Pologne, Roumanie",,,,,,,
3237580171838,Pain d'épices,"Carrefour, Produits blancs, Produits blancs Continental bakeries","Carrefour, carrefour.fr","Snacks, Sweet snacks, Biscuits and cakes, Gingerbreads, Pryaniki, Gingerbread blocks",d,4,,"France,Poland,Romania, Italie, Espagne",,,,,,,
3245411157944,SOJA à la VANILLE,"Carrefour BIO, Carrefour","Carrefour,carrefour.fr","Aliments et boissons à base de végétaux,Boissons,Aliments d'origine végétale,Légumineuses et dérivés,Substituts de produits laitiers,Substituts du lait,Boissons à base de végétaux,Boissons végétales,Boissons végétales de légumineuses,Boissons sans sucre ajouté,Boissons végétales de soja,Boissons végétales de soja à la vanille,Boissons au soja aromatisées sucrées enrichies en calcium",b,4,,"France, Italy, Poland, Romania, Spain, en:morocco",,,,,,,
